municipality_id,municipality_code,municipality_name_en,municipality_name_np,district_id,is_active
487,MUS,MUSIKOT,मुसिकोट,47,Y
560,MUI,MUSIKOT,मुसिकोट,77,Y
355,MYA,MYAGANG,म्यगङ,31,Y
422,MYG,MYAGDI,म्याग्दे,38,Y
82,MYN,MYANGLUNG,म्याङलुङ,8,Y
343,NAG,NAGARJUN,नागार्जुन,30,Y
179,NAR,NAGRAIN,नगराइन,17,Y
627,NAL,NALGAD,नलगाड,61,Y
662,NAM,NAMKHA,नाम्खा,66,Y
316,NAO,NAMOBUDDHA,नमोबुद्ध,27,Y
171,NAA,NARAHA,नरहा,16,Y
581,NAI,NARAINAPUR,नरैनापुर,56,Y
614,NAY,NARAYAN,नारायण,60,Y
653,NAH,NARHARINATH,नरहरिनाथ,64,Y
441,NAP,NARPA BHUMI,नार्पा भूमि,41,Y
442,NAS,NASON,नासोँ,41,Y
547,NAU,NAUBAHINI,नौवहिनी,52,Y
752,NAD,NAUGAD,नौगाड,75,Y
361,NAK,NAUKUNDA,नौकुण्ड,32,Y
621,NAE,NAUMULE,नौमुले,60,Y
734,NAW,NAWADURGA,नवदुर्गा,73,Y
174,NAJ,NAWARAJPUR,नवराजपुर,16,Y
111,NEC,NECHASALYAN,नेचा सल्यान ,11,Y
579,NEP,NEPALGUNJ,नेपालगंज,56,Y
371,NET,NETRAWATI DABJONG,नेत्रावती डबजोङ,33,Y
248,NIJ,NIJGADH,निजगढ,21,Y
364,NIL,NILKANTHA,निलकण्ठ,33,Y
501,NIS,NISDI,निस्दी,48,Y
470,NII,NISIKHOLA,निसीखोला,45,Y
520,OMS,OM SATIYA,ओमसतिया,49,Y
92,PAA,PAANCHKHAPAN,पाँचखपन,9,Y
651,PAC,PACHALJHARANA,पचालझरना,64,Y
254,PAH,PACHARAUTA,पचरौता,21,Y
458,PAI,PAIYUN,पैयूं,44,Y
266,PAK,PAKAHA MAINPUR,पकाहा मैनपुर,22,Y
72,PAR,PAKHRIBAS,पाख्रिबास,7,Y
656,PAL,PALATA,पलाता,64,Y
480,PAN,PALHI NANDAN,पाल्हीनन्दन,76,Y
396,PAU,PALUNGTAR,पालुङटार,36,Y
314,PAT,PANAUTI,पनौती,27,Y
353,PAY,PANCHA KANYA,पञ्चकन्या,31,Y
692,PAD,PANCHADEWAL BINAYAK,पन्चदेवल विनायक,69,Y
608,PAP,PANCHAPURI,पञ्चपुरी,59,Y
744,PAE,PANCHESHWOR,पञ्चेश्वर,74,Y
315,PAO,PANCHKHAL,पाँचखाल,27,Y
305,PAG,PANCHPOKHARI THANGPAL,पाँचपोखरी थाङपाल,26,Y
539,PAF,PANINI,पाणिनी,51,Y
731,PAS,PARASHURAM,परशुराम,73,Y
552,PAB,PARIBARTAN,परिवर्तन,53,Y
243,PAJ,PAROHA,परोहा,20,Y
760,PAZ,PARSA,पर्सा,19,Y
270,PAW,PARSA GADHI,पर्सागढी,22,Y
255,PAX,PARWANIPUR,परवानीपुर,21,Y
738,PAV,PATAN,पाटन,74,Y
647,PAM,PATARASI,पातारासी,63,Y
272,PAQ,PATERWA SUGAULI,पटेर्वा सुगौली,22,Y
46,PLL,PATHARI SHANISHCHARE,पथरी-शनिश्चरे,5,Y
103,PHH,PAUWADUNGMA,पौवादुङमा,10,Y
4,PHA,PHAKATANGLUNG,फाकतङ्लुङ,1,Y
22,PHK,PHAKPHOKTHUMMUN ,फाकफोकथुम,3,Y
11,PHL,PHALELUNG,फालेलुङ ,2,Y
456,PHE,PHALEWAS,फलेवास,44,Y
12,PHG,PHALGUNANDA,फाल्गुनन्द ,2,Y
241,PHT,PHATUWA BIJAYAPUR,फतुवाबिजयपुर,20,Y
86,PHD,PHEDAP,फेदाप ,8,Y
432,PHI,PHEDI KHOLA,फेदीखोला,39,Y
257,PHU,PHETA,फेटा,21,Y
10,PHM,PHIDIM,फिदिम ,2,Y
278,PHJ,PHIKKAL,फिक्कल,23,Y
1,PHN,PHUNGLING,फुङ्लिङ,1,Y
205,PIP,PIPRA,पिपरा,18,Y
435,POK,POKHARA LEKHNATH,पोखरा,40,Y
261,POH,POKHARIYA,पोखरिया,22,Y
256,PRA,PRASAUNI,प्रसौनी,21,Y
481,PRT,PRATAPPUR,प्रतापपुर,76,Y
722,PUN,PUNARBAS,पुर्नवास,72,Y
502,PUR,PURBA KHOLA,पूर्वखोला,48,Y
701,PUB,PURBICHAUKI,पूर्वीचौकी,70,Y
740,PUC,PURCHAUDI,पुर्चौडी,74,Y
426,PUT,PUTALIBAZAR,पुतलीबजार,39,Y
563,PUH,PUTHA UTTARGANGA,पुथा उत्तरगंगा,54,Y
541,PYU,PYUTHAN,प्यूठान,52,Y
454,RAG,RAGHUGANGA,रघुगंगा,43,Y
508,RAI,RAINADEVI CHHAHARA,रैनादेवी छहरा,48,Y
408,RAN,RAINAS,रार्इनास,37,Y
589,RAJ,RAJAPUR,राजापुर,57,Y
141,RAB,RAJBIRAJ,राजविराज,15,Y
761,RAD,RAJDEVI,राजदेवी,20,Y
756,RAA,RAJGADH,राजगढ,15,Y
244,RAP,RAJPUR,राजपुर,20,Y
575,RAU,RAJPUR,राजपुर,55,Y
385,RAK,RAKSIRANG,राक्सिराङ्ग,34,Y
101,RAM,RAM PRASAD RAI,राम प्रसाद राई ,10,Y
696,RAR,RAMAROSHAN,रामारोशन,69,Y
503,RAH,RAMBHA,रम्भा,48,Y
64,RAC,RAMDHUNI,रामधुनी,6,Y
283,RAE,RAMECHHAP,रामेछाप,24,Y
199,RAO,RAMGOPALPUR,रामगोपालपुर,18,Y
477,RAQ,RAMGRAM,रामग्राम,76,Y
227,RAS,RAMNAGAR,रामनगर,19,Y
499,RAF,RAMPUR,रामपुर,48,Y
47,RAL,RANGELI,रङ्गेली ,5,Y
393,RAT,RAPTI,राप्ती,35,Y
576,RAV,RAPTI,राप्ती,55,Y
582,RAZ,RAPTI SONARI,राप्ती सोनारी,56,Y
649,RAW,RASKOT,रास्कोट,64,Y
392,RAX,RATNA NAGAR,रत्ननगर,35,Y
48,RAY,RATUWAMAI,रतुवामाई,5,Y
139,RYY,RAUTAMAI,रौतामाई,14,Y
126,RSS,RAWA BESI,रावा बेसी,13,Y
488,RES,RESUNGA,रेसुङ्गा,47,Y
507,RIB,RIBDIKOT,रिब्दिकोट,48,Y
419,RIS,RISHING,ऋषिङ्ग,38,Y
521,ROH,ROHINI,रोहिणी,49,Y
550,ROL,ROLPA,रोल्पा,53,Y
26,RON,RONG,रोङ,3,Y
324,ROS,ROSHI,रोशी,27,Y
373,RUB,RUBI VALLEY,रुवी भ्याली,33,Y
554,RUN,RUNTI GADHI,रुन्टीगढी,53,Y
439,RUP,RUPA,रूपा,40,Y
155,RUA,RUPANI,रुपनी,15,Y
494,RUR,RURU,रुरुक्षेत्र,47,Y
183,SAB,SABAILA,सबैला,17,Y
79,SAH,SAHID BHUMI,सहिदभूमि,7,Y
513,SAI,SAINA MAINA,सैनामैना,49,Y
688,SAP,SAIPAL,साइपाल,68,Y
131,SAK,SAKELA,साकेला,13,Y
271,SAU,SAKHUWA PRASAUNI,सखुवा प्रसौनी,22,Y
172,SAW,SAKHUWANANKARKATTI,सखुवानान्कारकट्टी,16,Y
104,SAL,SALPASILICHHO,साल्पासिलिछो,10,Y
522,SAM,SAMMARIMAI,सम्मरीमाई,49,Y
197,SAS,SAMSI,साम्सी,18,Y
27,SAN,SANDAKPUR,सन्दकपुर,3,Y
535,SAD,SANDHIKHARKA,सन्धिखर्क,51,Y
690,SAF,SANFEBAGAR,साँफेबगर,69,Y
75,SAG,SANGURIGADHI,साँगुरीगढी,7,Y
568,SAE,SANI BHERI,सानी भेरी,77,Y
345,SAA,SANKHARAPUR,शङ्खरापुर,30,Y
652,SAT,SANNI TRIVENI,सान्नी त्रिवेणी,64,Y
152,SAO,SAPTAKOSHI,सप्तकोशी,15,Y
485,SAR,SARAWAL,सरावल,76,Y
664,SAJ,SARKEGAD,सर्केगाड,66,Y
545,SAC,SARUMARANI,सरुमारानी,52,Y
492,SAY,SATYAWATI,सत्यवती,47,Y
96,SAV,SAVAPOKHARI,सभापोखरी ,9,Y
704,SAQ,SAYAL,सायल,70,Y
595,SHA,SHAARADA,शारदा,58,Y
99,SHD,SHADANAND,षडानन्द,10,Y
405,SHH,SHAHID LAKHAN,शहिद लखन,36,Y
182,SHI,SHAHID NAGAR,शहीदनगर,17,Y
299,SHL,SHAILUNG,शैलुङ्ग,25,Y
748,SHY,SHAILYASHIKHAR,शैल्यशिखर,75,Y
146,SHM,SHAMBHUNATH,शम्भुनाथ,15,Y
577,SHN,SHANTINAGAR,शान्तिनगर,55,Y
635,SHE,SHE PHOKSUNDO,शे फोक्सुन्डो,62,Y
700,SHK,SHIKHAR,शिखर,70,Y
743,SHV,SHIVANATH,शिवनाथ,74,Y
356,SHP,SHIVAPURI,शिवपुरी,31,Y
527,SHR,SHIVARAJ,शिवराज,50,Y
33,SHS,SHIVASATAKSHI,शिवसतक्षी,4,Y
631,SHW,SHIWALAYA,शिवालय,61,Y
725,SHU,SHUKLA PHANTA,शुक्लाफाँटा,72,Y
602,SID,SIDDHA KUMAKH,सिद्ध कुमाख,58,Y
374,SIH,SIDDHALEK,सिद्धलेक,33,Y
512,SIA,SIDDHARTHANAGAR,सिद्धार्थनगर,49,Y
115,SII,SIDDHICHARAN,सिद्दिचरण,12,Y
3,SIN,SIDINGWA,सिदिङवा,1,Y
742,SIG,SIGAS,सिगास,74,Y
97,SIL,SILICHONG,सिलिचोङ ,9,Y
661,SIM,SIMKOT,सिमकोट,66,Y
250,SIR,SIMRAUNGADH,सिम्रौनगढ,21,Y
613,SIT,SIMTA,सिम्ता,59,Y
642,SIJ,SINJA,सिंजा,63,Y
160,SIY,SIRAHA,सिरहा,16,Y
398,SIC,SIRANCHOWK,सिरानचोक,36,Y
9,SIU,SIRIJUNGA,सिरीजङ्घा,1,Y
565,SIS,SISNE,सिस्ने,54,Y
536,SIV,SITGANGA,शितगंगा,51,Y
523,SIX,SIYARI,सियारी,49,Y
107,SOL,SOLUDUDHKUNDA,सोलुदुधकुण्ड,11,Y
196,SON,SONAMA,सोनमा,18,Y
659,SOR,SORU,सोरु,65,Y
114,SOT,SOTANG,सोताङ ,11,Y
259,SUB,SUBARNAPUR,सुवर्ण,21,Y
524,SUD,SUDDHODHAN,शुद्धोधन,49,Y
533,SUH,SUDDHODHAN,सुद्धोधन,50,Y
167,SUK,SUKHIPUR,सुखीपुर,16,Y
417,SUL,SUKLA GANDAKI,शुक्लागण्डकी,38,Y
289,SUN,SUNAPATI,सुनापती,24,Y
49,SUA,SUNBARSHI,सुनवर्षि,5,Y
557,SUC,SUNCHHAHARI,सुनछहरी,53,Y
409,SUR,SUNDARBAZAR,सुन्दरबजार,37,Y
51,SUI,SUNDARHARAINCHA,सुन्दरहरैँचा,5,Y
558,SUS,SUNILSMRITI,सुनिल स्मृति,53,Y
122,SUO,SUNKOSHI,सुन्कोशी ,12,Y
280,SUE,SUNKOSHI,सुनकोशी,23,Y
309,SUF,SUNKOSHI,सुनकोशी,26,Y
478,SUW,SUNWAL,सुनवल,76,Y
684,SUM,SURMA,सूर्मा,68,Y
741,SUY,SURNAYA,सुर्नया,74,Y
147,SUU,SURUNGA,सुरुङ्‍गा,15,Y
334,SUG,SURYABINAYAK,सूर्यविनायक,29,Y
357,SUZ,SURYAGADHI,सुर्यगढी,31,Y
21,SUQ,SURYODAYA,सूर्योदय,3,Y
479,SUT,SUSTA,सुस्ता,76,Y
654,SUV,SUVAKALIKA,शुभ कालीका,64,Y
674,SWA,SWAMIKARTIK KHAPAR,स्वामीकार्तिक खापर,67,Y
542,SWR,SWARGADWARI,स्वर्गद्वारी,52,Y
350,TAD,TADI,तादी,31,Y
667,TAJ,TAJAKOT,ताँजाकोट,66,Y
679,TAL,TALKOT,तलकोट,68,Y
294,TAM,TAMAKOSHI,तामाकोशी,25,Y
468,TAA,TAMAN KHOLA,तमानखोला,45,Y
500,TAN,TANSEN,तानसेन,48,Y
138,TAP,TAPLI,ताप्ली,14,Y
469,TAR,TARAKHOLA,ताराखोला,45,Y
341,TAK,TARKESHWAR,तारकेश्वर,30,Y
351,TAE,TARKESHWAR,तारकेश्वर,31,Y
646,TAT,TATOPANI,तातोपानी,63,Y
277,TEE,TEEN PATAN,तीनपाटन,23,Y
320,TEM,TEMAL,तेमाल,27,Y
100,TEK,TEMKEMAIYUNG,टेम्केमैयुङ,10,Y
559,THA,THABANG,थवाङ,53,Y
377,THH,THAHA,थाहा,34,Y
370,THK,THAKRE,थाक्रे,33,Y
590,THU,THAKURBABA,ठाकुरबाबा,57,Y
682,THL,THALARA,थलारा,68,Y
624,THN,THANTIKANDH,ठाँटीकाँध,60,Y
445,THS,THASANG,थासाङ,42,Y
764,THO,THORI,ठोरी,22,Y
632,THI,THULI BHERI,ठूली भेरी,62,Y
110,THG,THULUNG DUDHKOSHI,थुलुङ दुधकोशी,11,Y
709,TIK,TIKAPUR,टिकापुर,71,Y
644,TIL,TILA,तिला,63,Y
650,TIA,TILAGUFA,तिलागुफा,64,Y
154,TIT,TILATHI KOILADI,तिलाठी कोईलाडी,15,Y
514,TIO,TILOTTAMA,तिलोत्तमा,49,Y
505,TIN,TINAU,तिनाउ,48,Y
153,TIR,TIRAHUT,तिरहुत,15,Y
340,TOK,TOKHA,टोखा,30,Y
551,TRI,TRIBENI,त्रिवेणी,53,Y
567,TRB,TRIBENI,त्रिवेणी,77,Y
599,TRE,TRIBENI,त्रिवेणी,58,Y
669,TRN,TRIBENI,त्रिवेणी,67,Y
375,TRP,TRIPURA SUNDARI,त्रिपुरासुन्दरी,33,Y
633,TRU,TRIPURA SUNDARI,त्रिपुरासुन्दरी,62,Y
311,TRR,TRIPURASUNDARI,त्रिपुरासुन्दरी,26,Y
135,TRY,TRIYUGA,त्रियुगा,14,Y
569,TUL,TULSIPUR,तुल्सीपुर,55,Y
16,TUM,TUMWEWA,तुम्वेवा,2,Y
698,TUR,TURMAKHAD,तुर्माखाँद,69,Y
137,UDA,UDAYAPURGADHI,उदयपुरगढी ,14,Y
284,UMA,UMAKUNDA,उमाकुण्ड,24,Y
50,URL,URLABARI,उर्लावारी,5,Y
358,UTT,UTTARGAYA,उत्तरगया,32,Y
448,VAR,VARAGUNG MUKTICHHETRA,वारागुङ मुक्तिक्षेत्र,42,Y
428,WAL,WALING,वालिङ,39,Y
762,YAM,YAMUNAMAI,यमुनामाई,20,Y
8,YAN,YANGWARAK,यङ्बाराक ,1,Y
17,YAG,YANGWARAK,याङवरक,2,Y
532,YAS,YASHODHARA,यसोधरा,50,Y
